0.00000	6555.27529	15764.80999	9486.01136	13488.87403	7.00000	0.00000
0.00071	6555.22733	15776.23255	9464.89282	13493.69904	7.00000	0.00000
0.00143	6564.20265	15769.96440	9485.75700	13498.00042	7.00000	0.00000
0.00214	6568.24042	15772.02833	9489.07777	13501.72866	7.00000	0.00000
0.00286	6578.85439	15774.13637	9505.61126	13512.86248	7.00000	0.00000
0.00357	6575.27120	15783.24898	9508.01405	13497.58399	7.00000	0.00000
0.00428	6580.59964	15796.69911	9500.59894	13512.62673	7.00000	0.00000
0.00500	6572.72421	15771.58919	9483.95228	13518.26836	7.00000	0.00000
0.00571	6570.92771	15771.89630	9493.27386	13524.54542	7.00000	0.00000
0.00643	6577.50189	15765.92138	9500.41706	13521.71775	7.00000	0.00000
0.00714	6586.62980	15764.37090	9518.40369	13508.69278	7.00000	0.00000
0.00785	6594.17660	15755.71201	9523.64098	13507.04993	7.00000	0.00000
0.00857	6590.27242	15750.39317	9520.68582	13502.52740	7.00000	0.00000
0.00928	6611.70015	15757.29542	9531.31876	13502.98990	7.00000	0.00000
0.01000	6609.22825	15744.80600	9540.29041	13492.74668	7.00000	0.00000
0.01071	6605.19166	15745.27220	9527.76616	13491.14784	7.00000	0.00000
0.01142	6586.05152	15755.85043	9514.40537	13486.14669	7.00000	0.00000
0.01214	6598.72918	15753.86386	9518.56378	13513.26896	7.00000	0.00000
0.01285	6588.92231	15755.65566	9520.24042	13496.54833	7.00000	0.00000
0.01357	6575.72372	15747.30491	9495.86611	13490.33909	7.00000	0.00000
0.01428	6572.56733	15735.96738	9490.55173	13465.23475	7.00000	0.00000
0.01499	6567.47876	15757.36480	9492.40244	13477.29976	7.00000	0.00000
0.01571	6560.57478	15755.62349	9477.28237	13482.22298	7.00000	0.00000
0.01642	6557.67879	15757.15332	9489.67660	13477.90246	7.00000	0.00000
0.01714	6559.59872	15764.97184	9482.95978	13494.92726	7.00000	0.00000
0.01785	6568.73444	15743.23972	9493.85093	13483.38413	7.00000	0.00000
0.01856	6555.26057	15725.33137	9493.01355	13475.84262	7.00000	0.00000
0.01928	6559.62649	15753.15388	9497.50141	13497.28655	7.00000	0.00000
0.01999	6578.37204	15765.84126	9499.08995	13506.40298	7.00000	0.00000
0.02071	6569.61274	15764.08506	9509.97628	13490.57613	7.00000	0.00000
0.02142	6564.85145	15776.49328	9487.40807	13506.79112	7.00000	0.00000
0.02213	6547.51419	15785.26846	9483.47375	13519.31283	7.00000	0.00000
0.02285	6538.93944	15788.32817	9472.44749	13509.73518	7.00000	0.00000
0.02356	6548.68075	15789.30578	9468.83954	13531.51473	7.00000	0.00000
0.02428	6544.25756	15788.21977	9484.59374	13532.23112	7.00000	0.00000
0.02499	6564.87936	15803.73899	9493.92477	13533.57172	7.00000	0.00000
0.02571	6568.19853	15791.62669	9493.52284	13541.16144	7.00000	0.00000
0.02642	6571.14932	15776.36635	9487.96296	13524.35610	7.00000	0.00000
0.02713	6549.02364	15767.47216	9484.03301	13522.80332	7.00000	0.00000
0.02785	6560.11059	15777.64592	9485.30782	13534.06944	7.00000	0.00000
0.02856	6554.25568	15769.12505	9490.56368	13522.13598	7.00000	0.00000
0.02927	6565.31850	15760.54552	9496.11451	13512.97671	7.00000	0.00000
0.02999	6552.19302	15738.43680	9482.91963	13487.57105	7.00000	0.00000
0.03070	6536.20300	15734.66878	9471.29634	13463.30503	7.00000	0.00000
0.03142	6534.21145	15754.15152	9454.32250	13468.49048	7.00000	0.00000
0.03213	6530.97863	15756.74735	9462.99046	13479.01706	7.00000	0.00000
0.03285	6536.17976	15763.25797	9474.85783	13496.83472	7.00000	0.00000
0.03356	6551.45904	15772.56977	9474.45446	13497.98025	7.00000	0.00000
0.03427	6558.46817	15766.56598	9482.61713	13488.17405	7.00000	0.00000
0.03499	6581.66749	15749.22029	9507.27438	13480.58026	7.00000	0.00000
0.03570	6571.78813	15743.18523	9500.18045	13472.42144	7.00000	0.00000
0.03642	6569.86093	15746.68352	9509.19634	13482.23019	7.00000	0.00000
0.03713	6569.82086	15740.38462	9490.64370	13475.45508	7.00000	0.00000
0.03784	6560.53120	15745.14216	9506.58566	13464.04541	7.00000	0.00000
0.03856	6558.94705	15724.93028	9488.50877	13463.42418	7.00000	0.00000
0.03927	6562.63610	15701.01895	9495.34005	13459.26062	7.00000	0.00000
0.03999	6556.12563	15738.84856	9484.23505	13473.31823	7.00000	0.00000
0.04070	6579.02702	15771.32704	9501.01569	13508.36464	7.00000	0.00000
0.04141	6564.52400	15738.84835	9488.98881	13497.05310	7.00000	0.00000
0.04213	6563.54234	15758.15862	9498.26034	13496.12374	7.00000	0.00000
